"distance","cab_type","time_stamp","destination","source","price","surge_multiplier","id","product_id","name"
"3.23","Uber","1543903383182","Beacon Hill","Boston University","13","1","709c24d1-753f-4dd6-86cf-fda8be58304e","55c66225-fbe7-4fd5-9072-eab1ece5e23e","UberX"
"3.23","Uber","1544857803878","Beacon Hill","Boston University","23.5","1","a8b7ea96-ea0c-49f0-beab-c08ba95792fd","6f72dfc5-27f1-42e8-84db-ccc7a75f6969","UberXL"
"3.23","Uber","1544928011707","Beacon Hill","Boston University","23","1","b7c126d0-60db-4661-b235-0a8890642825","6c84fd89-3f11-4782-9b50-97c468b19529","Black"
"3.23","Uber","1543500481253","Beacon Hill","Boston University","11","1","cfc8b04b-521e-48dc-a5ff-d96d7f70b49a","997acbb5-e102-41e1-b155-9df7de0a73f2","UberPool"
"1.61","Uber","1543321102622","Haymarket Square","Theatre District","11.5","1","0ba2c7e2-192a-4543-b84a-c7a19d55806f","9a0e7b09-b92b-4c41-9779-2ad22b4d779d","WAV"
"1.61","Uber","1543579379434","Haymarket Square","Theatre District","21.5","1","2deaac0d-8eb8-47b8-95f7-0058211f1cc6","6c84fd89-3f11-4782-9b50-97c468b19529","Black"
"1.61","Uber","1543495982357","Haymarket Square","Theatre District","NULL","1","74ce8147-0691-416c-9497-100d7d426aa9","8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a","Taxi"
"1.61","Uber","1543274834993","Haymarket Square","Theatre District","11.5","1","778984e0-d039-43a3-a0f8-58d225f3c80d","55c66225-fbe7-4fd5-9072-eab1ece5e23e","UberX"
"1.61","Uber","1544698205269","Haymarket Square","Theatre District","10","1","991b76a2-9a25-4f5a-b5a8-35de6b2fe2f8","997acbb5-e102-41e1-b155-9df7de0a73f2","UberPool"
"1.61","Uber","1544935509372","Haymarket Square","Theatre District","16.5","1","bb3fd0ea-dd4c-42fd-bfc8-06ee57ceccb8","6f72dfc5-27f1-42e8-84db-ccc7a75f6969","UberXL"
"1.61","Uber","1544919607849","Haymarket Square","Theatre District","28.5","1","e2f292a2-6591-4c6f-b26f-b9ed0523ab61","6d318bcc-22a3-4af6-bddd-b409bfce1546","Black SUV"
"3.3","Uber","1544845515963","Northeastern University","Financial District","10.5","1","0567ca96-388f-4406-95da-f5875977e1d6","9a0e7b09-b92b-4c41-9779-2ad22b4d779d","WAV"
"3.3","Uber","1543802882414","Northeastern University","Financial District","10","1","5bed73c5-432b-4077-aee2-62939869a168","997acbb5-e102-41e1-b155-9df7de0a73f2","UberPool"
"3.3","Uber","1544688604996","Northeastern University","Financial District","24","1","78fe1674-d0aa-47c3-b94d-3c02b032e709","6c84fd89-3f11-4782-9b50-97c468b19529","Black"
"3.3","Uber","1544723408244","Northeastern University","Financial District","17.5","1","a417e619-f3a2-479a-9267-d5585123a7da","6f72dfc5-27f1-42e8-84db-ccc7a75f6969","UberXL"
"3.3","Uber","1545065405024","Northeastern University","Financial District","NULL","1","c3f05e42-b429-4a2e-9f3a-12e079e62991","8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a","Taxi"
"3.3","Uber","1543318041864","Northeastern University","Financial District","30.5","1","d18fbbbc-4f65-493b-87da-a5379aa3bc7c","6d318bcc-22a3-4af6-bddd-b409bfce1546","Black SUV"
"3.3","Uber","1543526585120","Northeastern University","Financial District","10.5","1","ee3fe0d5-c1fd-4d47-834d-ec7a0c370ba8","55c66225-fbe7-4fd5-9072-eab1ece5e23e","UberX"
"4.39","Uber","1545155709458","Financial District","Fenway","NULL","1","85c84954-733a-4c39-a61a-ed3f0302a280","8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a","Taxi"
"4.39","Uber","1543878176178","Financial District","Fenway","13","1","aa193dc9-41cf-4bb8-ae69-fa53a0809117","9a0e7b09-b92b-4c41-9779-2ad22b4d779d","WAV"
"0.55","Uber","1544781006285","South Station","Theatre District","NULL","1","0851a9dd-f738-4528-89ca-f49859a98fd2","8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a","Taxi"
"0.55","Uber","1543263250020","South Station","Theatre District","26","1","23d1dfa5-3c2f-4e95-8d24-a15876d95d85","6d318bcc-22a3-4af6-bddd-b409bfce1546","Black SUV"
"0.55","Uber","1543862880485","South Station","Theatre District","7","1","519ed505-10ea-4217-a21c-41f4e2e79bdd","9a0e7b09-b92b-4c41-9779-2ad22b4d779d","WAV"
"0.55","Uber","1543426327706","South Station","Theatre District","7","1","74b72f4c-28bc-4640-a427-ec60b4b11f82","55c66225-fbe7-4fd5-9072-eab1ece5e23e","UberX"
"0.55","Uber","1543846979811","South Station","Theatre District","7.5","1","9565baa0-a36d-4ac4-9c58-59278e0613e1","997acbb5-e102-41e1-b155-9df7de0a73f2","UberPool"
"0.55","Uber","1545032708056","South Station","Theatre District","10.5","1","b03e77d5-53b8-4d0d-b4c2-60a6280ebac8","6f72dfc5-27f1-42e8-84db-ccc7a75f6969","UberXL"
"0.55","Uber","1544948103318","South Station","Theatre District","16","1","eeb6e185-8e64-44b4-86bc-c2d530b9e1af","6c84fd89-3f11-4782-9b50-97c468b19529","Black"
"1.3","Uber","1543351523170","Theatre District","South Station","7","1","1fde6a25-a786-4181-8dad-a4d718e4856e","55c66225-fbe7-4fd5-9072-eab1ece5e23e","UberX"
"1.3","Uber","1543617789230","Theatre District","South Station","7","1","5abe25a4-9138-49a0-8b72-a1c186253c90","9a0e7b09-b92b-4c41-9779-2ad22b4d779d","WAV"
"1.3","Uber","1544915712001","Theatre District","South Station","27.5","1","5ed726c2-f964-47e0-977c-c7ac1bbc77a6","6d318bcc-22a3-4af6-bddd-b409bfce1546","Black SUV"
"1.3","Uber","1543420027738","Theatre District","South Station","11.5","1","7113ca19-ec38-4bdc-8c5d-786178aa522f","6f72dfc5-27f1-42e8-84db-ccc7a75f6969","UberXL"
"1.3","Uber","1543301122192","Theatre District","South Station","6.5","1","8c41a080-f29b-4804-98e7-751c191bf9d4","997acbb5-e102-41e1-b155-9df7de0a73f2","UberPool"
"1.3","Uber","1543431908457","Theatre District","South Station","15","1","b110ff51-27fc-4afd-996c-0f241ec847b7","6c84fd89-3f11-4782-9b50-97c468b19529","Black"
"1.3","Uber","1543870684654","Theatre District","South Station","NULL","1","c0415425-64d9-4bc6-9a01-d7e35832e2b3","8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a","Taxi"
"2.84","Uber","1543836782912","Fenway","West End","10.5","1","12a02035-666f-40ee-a6d1-c36e0118c9f4","9a0e7b09-b92b-4c41-9779-2ad22b4d779d","WAV"
"2.84","Uber","1543699980998","Fenway","West End","16","1","19708da1-30f4-4a9e-b665-f990d927a300","6f72dfc5-27f1-42e8-84db-ccc7a75f6969","UberXL"
"2.84","Uber","1543657681000","Fenway","West End","NULL","1","201f571c-bf88-4d96-8efa-647a5ab49ea9","8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a","Taxi"
"2.84","Uber","1544841904123","Fenway","West End","9","1","62d63959-ba24-4cfb-a750-6d7853a1c931","997acbb5-e102-41e1-b155-9df7de0a73f2","UberPool"
"2.84","Uber","1543671183338","Fenway","West End","33.5","1","b1786d09-1696-4e67-b35e-1460fd08b5ef","6d318bcc-22a3-4af6-bddd-b409bfce1546","Black SUV"
"2.84","Uber","1544851811434","Fenway","West End","25","1","c38bc2f5-5caf-473a-92c0-0afc072344a9","6c84fd89-3f11-4782-9b50-97c468b19529","Black"
"2.84","Uber","1543457207489","Fenway","West End","10.5","1","e9527279-7831-425a-b52c-093ac9795abd","55c66225-fbe7-4fd5-9072-eab1ece5e23e","UberX"
"4.42","Uber","1543405087361","Financial District","Fenway","26","1","12b68ea8-9e8a-49b1-b5fc-368bcaff85c7","6c84fd89-3f11-4782-9b50-97c468b19529","Black"
"4.42","Uber","1544736608997","Financial District","Fenway","41","1","64938ba3-cd07-4080-9ee9-ea78f1df0f11","6d318bcc-22a3-4af6-bddd-b409bfce1546","Black SUV"
"4.42","Uber","1543434068280","Financial District","Fenway","21.5","1","6b1a3758-3004-4250-b3dc-d0f1ac171162","6f72dfc5-27f1-42e8-84db-ccc7a75f6969","UberXL"
"4.42","Uber","1543534380700","Financial District","Fenway","10.5","1","75470e0e-519f-4760-9ec8-77aed9984b84","55c66225-fbe7-4fd5-9072-eab1ece5e23e","UberX"
"4.42","Uber","1543672676234","Financial District","Fenway","NULL","1","b838eb42-d7b7-4389-9386-8cc441aed120","8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a","Taxi"
"4.42","Uber","1543791176334","Financial District","Fenway","9.5","1","cba10667-58be-4bc5-be89-3dee4447bca7","997acbb5-e102-41e1-b155-9df7de0a73f2","UberPool"
"4.42","Uber","1545116106114","Financial District","Fenway","10.5","1","db9cc95a-628d-411c-9d6b-dbce985717f0","9a0e7b09-b92b-4c41-9779-2ad22b4d779d","WAV"
"1.79","Uber","1543608781513","Beacon Hill","North End","23","1","0fd8c7d0-fa1b-4917-a70d-bc36e52a340a","6c84fd89-3f11-4782-9b50-97c468b19529","Black"
"1.79","Uber","1543236069571","Beacon Hill","North End","17.5","1","1fbd2f12-e70e-4999-ae3f-6baf698f64ef","6f72dfc5-27f1-42e8-84db-ccc7a75f6969","UberXL"
"1.79","Uber","1545084907154","Beacon Hill","North End","11","1","56f5a071-b8b4-4f13-905c-57c2720a59eb","9a0e7b09-b92b-4c41-9779-2ad22b4d779d","WAV"
"1.79","Uber","1543323982006","Beacon Hill","North End","11","1","8c489b16-7441-4eb7-b3f3-4a37c6e0e22c","55c66225-fbe7-4fd5-9072-eab1ece5e23e","UberX"
"1.79","Uber","1543705682231","Beacon Hill","North End","NULL","1","c1d88939-70b8-4b46-a15e-028d70cf63b5","8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a","Taxi"
"1.79","Uber","1543870084712","Beacon Hill","North End","10","1","da18f821-e5b5-4138-a672-71bbb39a4e32","997acbb5-e102-41e1-b155-9df7de0a73f2","UberPool"
"1.79","Uber","1543307242121","Beacon Hill","North End","31.5","1","e24039ea-1ed1-4f1a-8496-442052ef0411","6d318bcc-22a3-4af6-bddd-b409bfce1546","Black SUV"
"0.61","Uber","1544956509461","West End","Haymarket Square","10.5","1","1e6357b5-3a8b-4f52-9273-e047178d0030","6f72dfc5-27f1-42e8-84db-ccc7a75f6969","UberXL"
"0.61","Uber","1544782507410","West End","Haymarket Square","5.5","1","554aa029-4af6-40ca-87d7-3a39efa620ef","997acbb5-e102-41e1-b155-9df7de0a73f2","UberPool"
"0.61","Uber","1543229409848","West End","Haymarket Square","7.5","1","8327f8b5-292d-4c81-9172-23c5568e9c0d","55c66225-fbe7-4fd5-9072-eab1ece5e23e","UberX"
"0.61","Uber","1544893212506","West End","Haymarket Square","7.5","1","9efbd310-2b78-4594-ba51-fca3e0892294","9a0e7b09-b92b-4c41-9779-2ad22b4d779d","WAV"
"0.61","Uber","1543210585939","West End","Haymarket Square","26","1","b25245bc-6622-4bda-8224-d51f944ef604","6d318bcc-22a3-4af6-bddd-b409bfce1546","Black SUV"
"0.61","Uber","1543638777420","West End","Haymarket Square","NULL","1","e7bd604b-fda5-4f04-b1a2-97b5da879ff2","8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a","Taxi"
"0.61","Uber","1544928310709","West End","Haymarket Square","16","1","f522c1e8-9df1-4520-b5c7-5a6e05c4cc2a","6c84fd89-3f11-4782-9b50-97c468b19529","Black"
"0.49","Uber","1543768980914","North Station","Haymarket Square","15","1","a03f131a-3136-4bb3-9fd4-5926ad8f5323","6c84fd89-3f11-4782-9b50-97c468b19529","Black"
"0.49","Uber","1543783380005","North Station","Haymarket Square","7","1","a140fd91-dae2-4b64-b547-04810fe5a433","9a0e7b09-b92b-4c41-9779-2ad22b4d779d","WAV"
"0.49","Uber","1543884179365","North Station","Haymarket Square","NULL","1","d6a08f72-43da-4fb7-8f4b-44811e9fee3d","8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a","Taxi"
"0.39","Uber","1543555982675","South Station","Financial District","NULL","1","2b54f5ad-72be-4fa1-b97a-1743a9d8488c","8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a","Taxi"
"0.39","Uber","1543327583792","South Station","Financial District","10.5","1","778e4e25-694a-4c1f-b156-b5578a07ac11","6f72dfc5-27f1-42e8-84db-ccc7a75f6969","UberXL"
"0.39","Uber","1544802304347","South Station","Financial District","7","1","7d255694-2746-4c23-89da-a141649ab1a4","9a0e7b09-b92b-4c41-9779-2ad22b4d779d","WAV"
"0.39","Uber","1543555976055","South Station","Financial District","26","1","8281f045-e79e-4993-b84a-e2a038aca462","6d318bcc-22a3-4af6-bddd-b409bfce1546","Black SUV"
"0.39","Uber","1543449907758","South Station","Financial District","16","1","933906ec-ba91-4120-900d-f46df66d9fe4","6c84fd89-3f11-4782-9b50-97c468b19529","Black"
"0.39","Uber","1543617187166","South Station","Financial District","5.5","1","a6afe999-e113-4b80-87d7-cb2059e715e8","997acbb5-e102-41e1-b155-9df7de0a73f2","UberPool"
"0.39","Uber","1544754008046","South Station","Financial District","7","1","da4b9ec5-2a1e-4490-93bb-5d27251dd5b5","55c66225-fbe7-4fd5-9072-eab1ece5e23e","UberX"
"2.46","Uber","1544973004010","Beacon Hill","Fenway","10.5","1","11e83198-4c7a-4826-8e10-8d8f338672ea","9a0e7b09-b92b-4c41-9779-2ad22b4d779d","WAV"
"2.46","Uber","1544769907455","Beacon Hill","Fenway","24","1","1b3411a3-4b9e-434c-91f0-1ab211c4d460","6c84fd89-3f11-4782-9b50-97c468b19529","Black"
"2.46","Uber","1543304001989","Beacon Hill","Fenway","16.5","1","25894a14-1a0b-425a-8d50-f8cba1e49b37","6f72dfc5-27f1-42e8-84db-ccc7a75f6969","UberXL"
"2.46","Uber","1544727315669","Beacon Hill","Fenway","10.5","1","3333090c-34cf-496d-a470-77e6c5f12084","55c66225-fbe7-4fd5-9072-eab1ece5e23e","UberX"
"2.46","Uber","1543303281913","Beacon Hill","Fenway","32","1","82546ca2-9fa4-41f7-a216-6e730c84d1a9","6d318bcc-22a3-4af6-bddd-b409bfce1546","Black SUV"
"2.46","Uber","1543301663827","Beacon Hill","Fenway","NULL","1","c289cd89-2745-42a8-9652-168838876b85","8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a","Taxi"
"2.46","Uber","1543476484621","Beacon Hill","Fenway","8.5","1","e0dc16a2-b02d-4bc6-a024-b6243ee1c2ec","997acbb5-e102-41e1-b155-9df7de0a73f2","UberPool"
"2.34","Uber","1544941212674","Back Bay","North End","16.5","1","1cbbc43e-c958-4252-a412-29d7d706d587","6f72dfc5-27f1-42e8-84db-ccc7a75f6969","UberXL"
"2.34","Uber","1543421485835","Back Bay","North End","23","1","1d31cdc3-cbe6-43ae-8c8f-5fc673f52d98","6c84fd89-3f11-4782-9b50-97c468b19529","Black"
"2.34","Uber","1543597086781","Back Bay","North End","NULL","1","463e1e9e-5884-4c1e-8563-80f10f356e0d","8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a","Taxi"
"2.34","Uber","1543745878584","Back Bay","North End","9.5","1","864c967f-469b-4564-8d50-04340a636032","997acbb5-e102-41e1-b155-9df7de0a73f2","UberPool"
"2.34","Uber","1543290322466","Back Bay","North End","31","1","8ffd93bb-1cf8-49c6-a1ec-38e681abca3d","6d318bcc-22a3-4af6-bddd-b409bfce1546","Black SUV"
"2.34","Uber","1544756706801","Back Bay","North End","10.5","1","997df745-e12b-484f-96f2-cbf65ac67471","9a0e7b09-b92b-4c41-9779-2ad22b4d779d","WAV"
"2.34","Uber","1543449188119","Back Bay","North End","10.5","1","cd6d709a-f05d-409f-969d-92343ce3217a","55c66225-fbe7-4fd5-9072-eab1ece5e23e","UberX"
"1.56","Uber","1543685283922","Back Bay","Boston University","26.5","1","0792b504-2357-46ea-96dc-1e10d314dd7d","6d318bcc-22a3-4af6-bddd-b409bfce1546","Black SUV"
"1.56","Uber","1543570381636","Back Bay","Boston University","12.5","1","841c19d6-9ce0-45c9-b24a-2d370dee9207","6f72dfc5-27f1-42e8-84db-ccc7a75f6969","UberXL"
"1.56","Uber","1543350264282","Back Bay","Boston University","7","1","ace1220e-081e-4e6a-9b68-8b4465491367","997acbb5-e102-41e1-b155-9df7de0a73f2","UberPool"
"0.39","Uber","1545090010005","South Station","Financial District","7","1","1bc8bda0-f354-4aa4-89b4-2905a8e2b2c8","55c66225-fbe7-4fd5-9072-eab1ece5e23e","UberX"
"0.39","Uber","1544939409344","South Station","Financial District","9.5","1","223cc5eb-dfe0-47cb-8bfc-c4ab819e1af2","6f72dfc5-27f1-42e8-84db-ccc7a75f6969","UberXL"
"0.39","Uber","1543404728223","South Station","Financial District","7","1","5a6c6d7c-e75d-4e58-ab46-90b32e016c40","9a0e7b09-b92b-4c41-9779-2ad22b4d779d","WAV"
"0.39","Uber","1545044705335","South Station","Financial District","26","1","61e5771e-fd37-49e3-9bc0-0a5008ef8387","6d318bcc-22a3-4af6-bddd-b409bfce1546","Black SUV"
"0.39","Uber","1544802913955","South Station","Financial District","5.5","1","6468b260-d8da-454c-9f1d-253f635aa760","997acbb5-e102-41e1-b155-9df7de0a73f2","UberPool"
"0.39","Uber","1544723413067","South Station","Financial District","NULL","1","6ab4751b-986b-4920-b532-de7863004e03","8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a","Taxi"
"0.39","Uber","1543588983879","South Station","Financial District","16","1","d5fd9ea0-5a49-4a1a-bfe7-3c97efad996f","6c84fd89-3f11-4782-9b50-97c468b19529","Black"
"2.46","Uber","1543501982319","Beacon Hill","Fenway","29.5","1","3637e90c-2186-4767-a8c8-3f075311c902","6d318bcc-22a3-4af6-bddd-b409bfce1546","Black SUV"
"2.46","Uber","1543524783430","Beacon Hill","Fenway","9","1","4421c755-fb6c-4e78-a6a7-a4faf097a874","55c66225-fbe7-4fd5-9072-eab1ece5e23e","UberX"
"2.46","Uber","1544778610125","Beacon Hill","Fenway","16","1","74f9fde2-0e48-4fc2-9365-67a467057696","6f72dfc5-27f1-42e8-84db-ccc7a75f6969","UberXL"
"2.46","Uber","1545141309664","Beacon Hill","Fenway","9","1","8b639844-cf2b-48b0-a34d-8c008e1abc91","9a0e7b09-b92b-4c41-9779-2ad22b4d779d","WAV"
"2.46","Uber","1543400768084","Beacon Hill","Fenway","NULL","1","a7b984d7-eda3-4f94-a0a6-cc32eaedcdc5","8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a","Taxi"
"2.46","Uber","1544689808476","Beacon Hill","Fenway","18.5","1","a9909874-038a-45b6-9b01-d999b5d07b49","6c84fd89-3f11-4782-9b50-97c468b19529","Black"
"2.46","Uber","1543614785953","Beacon Hill","Fenway","8.5","1","ef483bbe-bc12-46e9-b790-c50dc1b70c65","997acbb5-e102-41e1-b155-9df7de0a73f2","UberPool"
"3.37","Uber","1543408883206","Northeastern University","North Station","38","1","0a12f478-14b8-412c-8700-e61684ff63e5","6d318bcc-22a3-4af6-bddd-b409bfce1546","Black SUV"
"3.37","Uber","1543398428104","Northeastern University","North Station","NULL","1","21fb449c-ff45-415b-aad6-93c0319007ed","8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a","Taxi"
"3.37","Uber","1545074403978","Northeastern University","North Station","11","1","2ff991b4-672b-470d-ba84-2a211fd070a8","55c66225-fbe7-4fd5-9072-eab1ece5e23e","UberX"
"3.37","Uber","1545021307193","Northeastern University","North Station","11","1","563d908f-9e2b-402f-b6c7-8ee77cd90026","9a0e7b09-b92b-4c41-9779-2ad22b4d779d","WAV"
"3.37","Uber","1543677182835","Northeastern University","North Station","29.5","1","64a63400-4c3e-432b-8647-36957c6c7376","6c84fd89-3f11-4782-9b50-97c468b19529","Black"
"3.37","Uber","1543465028299","Northeastern University","North Station","19","1","aebe9130-0869-4931-910d-41269d6c4c92","6f72dfc5-27f1-42e8-84db-ccc7a75f6969","UberXL"
"3.37","Uber","1545127216259","Northeastern University","North Station","10","1","c62046d6-3f08-44ce-862f-35f8e4a958ba","997acbb5-e102-41e1-b155-9df7de0a73f2","UberPool"
"2.66","Uber","1544766613357","Fenway","Theatre District","10.5","1","74d67392-1335-4db2-9a32-60e8c2e0ed8e","55c66225-fbe7-4fd5-9072-eab1ece5e23e","UberX"
"2.66","Uber","1545105606933","Fenway","Theatre District","28.5","1","784a4d68-65c9-4d34-a0cb-8e5bd3d8cd0d","6d318bcc-22a3-4af6-bddd-b409bfce1546","Black SUV"
"2.66","Uber","1545096305365","Fenway","Theatre District","16.5","1","8990bb2d-e9a1-4ac3-a9ba-79f65f33fd42","6f72dfc5-27f1-42e8-84db-ccc7a75f6969","UberXL"
"2.66","Uber","1543351342763","Fenway","Theatre District","21.5","1","990a00cb-59a5-4490-9598-7d24d9291407","6c84fd89-3f11-4782-9b50-97c468b19529","Black"
"2.66","Uber","1544724311147","Fenway","Theatre District","10.5","1","9dcce734-f6e5-4b94-802d-6faa96318771","9a0e7b09-b92b-4c41-9779-2ad22b4d779d","WAV"
"2.66","Uber","1543804986614","Fenway","Theatre District","NULL","1","e6996cd3-a589-4b1b-839e-0ff27b644ea6","8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a","Taxi"
"2.66","Uber","1543268829713","Fenway","Theatre District","8.5","1","e8c439d1-f0bc-4458-8fac-bfdd4809e042","997acbb5-e102-41e1-b155-9df7de0a73f2","UberPool"
"2.14","Uber","1543236789976","South Station","West End","9","1","1c99e0d2-4239-4f13-80cf-83b649d7d2b8","9a0e7b09-b92b-4c41-9779-2ad22b4d779d","WAV"
"2.14","Uber","1543888383941","South Station","West End","29.5","1","21992f96-8681-4ddb-9bb7-e5b451e63d14","6d318bcc-22a3-4af6-bddd-b409bfce1546","Black SUV"
"2.14","Uber","1543463659671","South Station","West End","8","1","278c718c-1770-43c7-aa0c-355fbb2f7677","997acbb5-e102-41e1-b155-9df7de0a73f2","UberPool"
"2.14","Uber","1543450808190","South Station","West End","NULL","1","5c4d61df-1ae4-4cdf-82eb-dd41d3790099","8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a","Taxi"
"2.14","Uber","1544894109303","South Station","West End","15.5","1","b53bdd35-dbdf-43fa-89d6-c0e3c82c8e63","6f72dfc5-27f1-42e8-84db-ccc7a75f6969","UberXL"
"2.14","Uber","1543422686657","South Station","West End","21","1","b752ce42-fbdc-433d-9652-af6e9844f2de","6c84fd89-3f11-4782-9b50-97c468b19529","Black"
"2.14","Uber","1543213622264","South Station","West End","9","1","dc7297a1-8ad0-4e75-aa4b-fc9546843054","55c66225-fbe7-4fd5-9072-eab1ece5e23e","UberX"
"1.34","Uber","1543304002259","Fenway","Back Bay","11.5","1","174d43c8-c023-4237-8006-f6d85cd96bc8","6f72dfc5-27f1-42e8-84db-ccc7a75f6969","UberXL"
"1.34","Uber","1543408867746","Fenway","Back Bay","7.5","1","245b41f4-44ff-4aa0-9333-9d28ef00525d","9a0e7b09-b92b-4c41-9779-2ad22b4d779d","WAV"
"1.34","Uber","1544947511006","Fenway","Back Bay","26","1","298abc2e-4486-4af6-8dce-80520ea2b5a5","6d318bcc-22a3-4af6-bddd-b409bfce1546","Black SUV"
"1.34","Uber","1543308501921","Fenway","Back Bay","7.5","1","4066a6b5-53bd-4e79-a8e0-703140f0d74e","55c66225-fbe7-4fd5-9072-eab1ece5e23e","UberX"
"1.34","Uber","1543834984123","Fenway","Back Bay","NULL","1","6c0a4a64-a19c-4281-9525-3454360fa4e5","8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a","Taxi"
"1.34","Uber","1543345224186","Fenway","Back Bay","7.5","1","a7a92384-f643-4012-a94b-ff38073e5be1","997acbb5-e102-41e1-b155-9df7de0a73f2","UberPool"
"1.34","Uber","1545075010359","Fenway","Back Bay","15","1","b76f0fec-4b22-44ee-8a21-da2cf754ff40","6c84fd89-3f11-4782-9b50-97c468b19529","Black"
"2.61","Uber","1544862607232","Financial District","Northeastern University","16.5","1","0091d65d-8904-4034-91d8-6deb8737a814","6f72dfc5-27f1-42e8-84db-ccc7a75f6969","UberXL"
"2.61","Uber","1543904879186","Financial District","Northeastern University","NULL","1","0134293b-3fa7-46e7-b2ed-377ac3e3f7e3","8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a","Taxi"
"2.61","Uber","1544984703515","Financial District","Northeastern University","21.5","1","46bf84a8-a0cc-4259-9c9f-bc523bebb79d","6c84fd89-3f11-4782-9b50-97c468b19529","Black"
"2.61","Uber","1543277712587","Financial District","Northeastern University","10.5","1","494c2e0f-bcd6-40a0-bf02-65eca4eca86d","9a0e7b09-b92b-4c41-9779-2ad22b4d779d","WAV"
"2.61","Uber","1543302742018","Financial District","Northeastern University","30.5","1","5bfe75d9-474a-4e7f-9798-f1b3f7ada82b","6d318bcc-22a3-4af6-bddd-b409bfce1546","Black SUV"
"2.61","Uber","1544858108821","Financial District","Northeastern University","10.5","1","604916c4-875e-4a18-8852-98635eac4598","55c66225-fbe7-4fd5-9072-eab1ece5e23e","UberX"
"2.61","Uber","1543825981542","Financial District","Northeastern University","8.5","1","fd29112e-feb0-4075-b4a0-5427e33533f2","997acbb5-e102-41e1-b155-9df7de0a73f2","UberPool"
"2.19","Uber","1543305803446","North End","Beacon Hill","8.5","1","0ca7e9b6-5d4e-49bb-9ef8-3e50d0311bdf","9a0e7b09-b92b-4c41-9779-2ad22b4d779d","WAV"
"2.19","Uber","1543767482227","North End","Beacon Hill","NULL","1","480196d0-8c76-4715-a4aa-07948c0a1724","8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a","Taxi"
"2.19","Uber","1543753381641","North End","Beacon Hill","28.5","1","9cf00c31-69ed-45e8-9bfb-367aa374be08","6d318bcc-22a3-4af6-bddd-b409bfce1546","Black SUV"
"2.19","Uber","1543571280755","North End","Beacon Hill","13.5","1","a233ec32-3eb7-4cd9-925d-784f5178032b","6f72dfc5-27f1-42e8-84db-ccc7a75f6969","UberXL"
"2.19","Uber","1543429585582","North End","Beacon Hill","8.5","1","c5be6a97-db98-4733-a769-0641567a2466","997acbb5-e102-41e1-b155-9df7de0a73f2","UberPool"
"2.19","Uber","1543515485251","North End","Beacon Hill","18","1","d6113384-d1b8-466b-a84b-4b4834260e58","6c84fd89-3f11-4782-9b50-97c468b19529","Black"
"2.19","Uber","1544795105328","North End","Beacon Hill","8.5","1","ffe072dd-eb41-4961-b13d-6edaf467c317","55c66225-fbe7-4fd5-9072-eab1ece5e23e","UberX"
"2.61","Uber","1543580879025","Beacon Hill","Northeastern University","NULL","1","10cadd18-252e-4729-83e5-edf1543889a9","8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a","Taxi"
"2.61","Uber","1544730916672","Beacon Hill","Northeastern University","9","1","57daab4b-a59b-454b-adb1-bea4c5b6975c","997acbb5-e102-41e1-b155-9df7de0a73f2","UberPool"
"2.61","Uber","1544863205273","Beacon Hill","Northeastern University","9.5","1","5c02cc6c-0c42-459a-929e-a8c5566c88a7","9a0e7b09-b92b-4c41-9779-2ad22b4d779d","WAV"
"2.61","Uber","1543432268055","Beacon Hill","Northeastern University","19","1","901f2423-7099-4555-aceb-ea38c658321b","6c84fd89-3f11-4782-9b50-97c468b19529","Black"
"2.61","Uber","1543411885335","Beacon Hill","Northeastern University","9.5","1","9316ce27-816d-48e7-b141-cf5416f97d1f","55c66225-fbe7-4fd5-9072-eab1ece5e23e","UberX"
"2.61","Uber","1543548778247","Beacon Hill","Northeastern University","28","1","d06ea54e-8929-4c17-a993-09adb6d83f1a","6d318bcc-22a3-4af6-bddd-b409bfce1546","Black SUV"
"2.61","Uber","1544688606839","Beacon Hill","Northeastern University","15","1","dfbdc811-ed23-491a-95d8-befaf6452fd3","6f72dfc5-27f1-42e8-84db-ccc7a75f6969","UberXL"
